43.7,0.388,0.862,0.49,1.38,1.56,-0.341
43.8,0.383,0.884,0.474,1.35,1.58,-0.34
43.9,0.378,0.907,0.459,1.32,1.59,-0.34
44,0.373,0.929,0.443,1.28,1.61,-0.339
44.1,0.368,0.951,0.427,1.25,1.63,-0.338
44.2,0.363,0.974,0.411,1.21,1.64,-0.338
44.3,0.358,0.996,0.394,1.18,1.66,-0.337
44.4,0.353,1.02,0.378,1.14,1.68,-0.337
44.5,0.347,1.04,0.361,1.1,1.7,-0.336
44.6,0.342,1.06,0.345,1.07,1.72,-0.336
44.7,0.337,1.08,0.328,1.03,1.73,-0.336
44.8,0.331,1.1,0.311,0.997,1.75,-0.336
44.9,0.326,1.12,0.294,0.962,1.77,-0.336
45,0.32,1.14,0.276,0.927,1.79,-0.336
45.1,0.314,1.16,0.259,0.892,1.81,-0.336
45.2,0.308,1.18,0.242,0.858,1.83,-0.336
45.3,0.302,1.2,0.225,0.824,1.85,-0.336
45.4,0.295,1.22,0.207,0.79,1.86,-0.337
45.5,0.289,1.24,0.19,0.758,1.88,-0.337
